MsgID.GLOBAL_POSITION,0.0000000,-122.3957474,37.7932798,0.1780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,190.9270000,-0.1863747,0.3967473,-0.1781243
MsgID.LOCAL_VELOCITY,190.9270000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957466,37.7932796,0.1770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,191.1770000,-0.2037658,0.4686039,-0.1770319
MsgID.LOCAL_VELOCITY,191.1770000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957471,37.7932809,0.1710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,191.4270000,-0.0477048,0.4268290,-0.1711536
MsgID.LOCAL_VELOCITY,191.4270000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957476,37.7932814,0.1650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,191.6770000,-0.0163309,0.3676590,-0.1645139
MsgID.LOCAL_VELOCITY,191.6770000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957484,37.7932810,0.1600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,191.9270000,-0.0671202,0.3209998,-0.1606269
MsgID.LOCAL_VELOCITY,191.9270000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957460,37.7932791,0.1620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,192.1780000,-0.2779029,0.5388463,-0.1632836
MsgID.LOCAL_VELOCITY,192.1780000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957460,37.7932799,0.1730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,192.4280000,-0.1533257,0.5147664,-0.1745552
MsgID.LOCAL_VELOCITY,192.4280000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957478,37.7932812,0.1900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,192.6780000,-0.0424467,0.3521369,-0.1918377
MsgID.LOCAL_VELOCITY,192.6780000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957486,37.7932801,0.2120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,192.9280000,-0.1629817,0.3087581,-0.2143040
MsgID.LOCAL_VELOCITY,192.9280000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957462,37.7932804,0.2330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,193.1780000,-0.1284064,-0.1653778,-0.2353823
MsgID.LOCAL_VELOCITY,193.1780000,0.0000030,-0.0000072,-0.0000298
MsgID.GLOBAL_POSITION,0.0000000,-122.3957459,37.7932797,0.2520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,193.4280000,-0.2140427,-0.1398699,-0.2540363
MsgID.LOCAL_VELOCITY,193.4280000,-0.0000131,-0.0000184,0.0001034
MsgID.GLOBAL_POSITION,0.0000000,-122.3957455,37.7932797,0.4180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.6900000
MsgID.LOCAL_POSITION,193.6780000,-0.1913223,-0.1168663,-0.4543339
MsgID.LOCAL_VELOCITY,193.6780000,-0.0014187,-0.0009345,-1.8592455
MsgID.GLOBAL_POSITION,0.0000000,-122.3957472,37.7932811,1.1040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.6300000
MsgID.LOCAL_POSITION,193.9280000,-0.0353906,-0.2627940,-1.1781886
MsgID.LOCAL_VELOCITY,193.9280000,-0.0064290,-0.0001434,-3.7346416
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957458,37.7932807,2.1130000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,-4.3500000
MsgID.LOCAL_POSITION,194.1780000,-0.1047030,-0.1280318,-2.1998074
MsgID.LOCAL_VELOCITY,194.1780000,-0.0202842,0.0116886,-4.3588991
MsgID.GLOBAL_POSITION,0.0000000,-122.3957473,37.7932798,3.1490000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0100000,-3.0700000
MsgID.LOCAL_POSITION,194.4290000,-0.1864264,-0.2857563,-3.2014682
MsgID.LOCAL_VELOCITY,194.4290000,-0.0230726,0.0120812,-2.8872173
MsgID.GLOBAL_POSITION,0.0000000,-122.3957481,37.7932798,3.5720000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0100000,-0.5800000
MsgID.LOCAL_POSITION,194.6790000,-0.1913999,-0.3255858,-3.5811236
MsgID.LOCAL_VELOCITY,194.6790000,-0.0217018,0.0113635,-0.3845111
MsgID.GLOBAL_POSITION,0.0000000,-122.3957454,37.7932795,3.4020000
MsgID.LOCAL_VELOCITY,0.0000000,0.2500000,0.0100000,1.4700000
MsgID.LOCAL_POSITION,194.9290000,-0.2129626,-0.1014063,-3.3720036
MsgID.LOCAL_VELOCITY,194.9290000,0.3120217,0.0179367,1.5651011
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957467,37.7932820,2.9760000
MsgID.LOCAL_VELOCITY,0.0000000,1.4600000,0.0200000,1.5200000
MsgID.LOCAL_POSITION,195.1790000,0.1000002,-0.2191047,-2.9468067
MsgID.LOCAL_VELOCITY,195.1790000,1.6410910,0.0320689,1.3836328
MsgID.GLOBAL_POSITION,0.0000000,-122.3957464,37.7932885,2.8180000
MsgID.LOCAL_VELOCITY,0.0000000,3.6500000,0.0700000,-0.3300000
MsgID.LOCAL_POSITION,195.4290000,0.8299042,-0.1825659,-2.8253660
MsgID.LOCAL_VELOCITY,195.4290000,3.7931495,0.0806951,-0.4365376
MsgID.GLOBAL_POSITION,0.0000000,-122.3957462,37.7932967,2.9750000
MsgID.LOCAL_VELOCITY,0.0000000,4.8100000,0.1000000,-0.5300000
MsgID.LOCAL_POSITION,195.6790000,1.7822129,-0.1779299,-2.9861612
MsgID.LOCAL_VELOCITY,195.6790000,4.8703856,0.1031423,-0.4924986
MsgID.GLOBAL_POSITION,0.0000000,-122.3957479,37.7933087,3.0220000
MsgID.LOCAL_VELOCITY,0.0000000,5.4700000,0.1200000,0.1900000
MsgID.LOCAL_POSITION,195.9290000,3.1218803,-0.3275623,-3.0191627
MsgID.LOCAL_VELOCITY,195.9290000,5.5256076,0.1251672,0.2317922
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957464,37.7933228,2.9660000
MsgID.LOCAL_VELOCITY,0.0000000,6.4200000,0.2000000,0.1500000
MsgID.LOCAL_POSITION,196.1790000,4.7360225,-0.1707381,-2.9634163
MsgID.LOCAL_VELOCITY,196.1790000,6.5031099,0.2119668,0.1444845
MsgID.GLOBAL_POSITION,0.0000000,-122.3957448,37.7933395,2.9550000
MsgID.LOCAL_VELOCITY,0.0000000,7.4400000,0.2400000,-0.1000000
MsgID.LOCAL_POSITION,196.4290000,6.5813847,-0.0488798,-2.9567320
MsgID.LOCAL_VELOCITY,196.4290000,7.4889760,0.2368295,-0.1288442
MsgID.GLOBAL_POSITION,0.0000000,-122.3957446,37.7933544,2.9690000
MsgID.LOCAL_VELOCITY,0.0000000,7.1100000,0.1700000,-0.1000000
MsgID.LOCAL_POSITION,196.6790000,8.2281685,-0.0271490,-2.9704623
MsgID.LOCAL_VELOCITY,196.6790000,7.0084033,0.1704154,-0.1070634
MsgID.GLOBAL_POSITION,0.0000000,-122.3957442,37.7933687,2.9620000
MsgID.LOCAL_VELOCITY,0.0000000,5.2200000,0.1100000,-0.0800000
MsgID.LOCAL_POSITION,196.9300000,9.7858229,0.0161678,-2.9618032
MsgID.LOCAL_VELOCITY,196.9300000,5.0738835,0.1102021,-0.0865965
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957443,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957423,37.7933781,2.9510000
MsgID.LOCAL_VELOCITY,0.0000000,3.7200000,0.4400000,-0.1600000
MsgID.LOCAL_POSITION,197.1800000,10.8085499,0.1914943,-2.9510660
MsgID.LOCAL_VELOCITY,197.1800000,3.6469669,0.5307682,-0.1791691
MsgID.GLOBAL_POSITION,0.0000000,-122.3957398,37.7933852,2.9530000
MsgID.LOCAL_VELOCITY,0.0000000,2.9900000,1.6100000,-0.2100000
MsgID.LOCAL_POSITION,197.4300000,11.5663614,0.4140802,-2.9540892
MsgID.LOCAL_VELOCITY,197.4300000,2.9411869,1.7021257,-0.2211112
MsgID.GLOBAL_POSITION,0.0000000,-122.3957353,37.7933900,2.9560000
MsgID.LOCAL_VELOCITY,0.0000000,2.2900000,2.6100000,-0.1800000
MsgID.LOCAL_POSITION,197.6800000,12.1018972,0.8608041,-2.9564579
